"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"11"	"paleturquoise"	TRUE	1.56e-07	171	140	14	0.1	0.082	"GO:0006323"	"BP"	15	"DNA packaging"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	5.97387541649535
"12"	"paleturquoise"	TRUE	6.5e-05	584	140	20	0.143	0.034	"GO:0006325"	"BP"	15	"chromatin organization"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000196747,ENSG00000196787,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	4.46216439486401
"13"	"paleturquoise"	TRUE	3.68e-09	158	140	15	0.107	0.095	"GO:0006333"	"BP"	15	"chromatin assembly or disassembly"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	6.03918051490312
"14"	"paleturquoise"	TRUE	1.04e-09	145	140	15	0.107	0.103	"GO:0034728"	"BP"	15	"nucleosome organization"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	6.08950559879063
"15"	"paleturquoise"	TRUE	6.23e-09	135	140	14	0.1	0.104	"GO:0031497"	"BP"	15	"chromatin assembly"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	6.12898440976442
"16"	"paleturquoise"	TRUE	6.64e-10	115	140	14	0.1	0.122	"GO:0006334"	"BP"	15	"nucleosome assembly"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	6.22027582997383
"17"	"paleturquoise"	TRUE	0.00015	129	140	10	0.071	0.078	"GO:0045814"	"BP"	15	"negative regulation of gene expression, epigenetic"	1	"ENSG00000158406,ENSG00000180573,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409"	6.43245034991746
"18"	"paleturquoise"	TRUE	3.86e-05	112	140	10	0.071	0.089	"GO:0006342"	"BP"	15	"chromatin silencing"	1	"ENSG00000158406,ENSG00000180573,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409"	6.99776415896752
"19"	"paleturquoise"	TRUE	0.0236	38	140	5	0.036	0.132	"GO:0000183"	"BP"	15	"chromatin silencing at rDNA"	2	"ENSG00000158406,ENSG00000183598,ENSG00000197061,ENSG00000197238,ENSG00000197409"	7.97593029455977
"20"	"paleturquoise"	TRUE	8.69e-09	67	140	11	0.079	0.164	"GO:0044815"	"CC"	16	"DNA packaging complex"	1	"ENSG00000124635,ENSG00000158406,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000233822"	6.12702928774524
"21"	"paleturquoise"	TRUE	3.58e-06	146	140	12	0.086	0.082	"GO:0032993"	"CC"	16	"protein-DNA complex"	1	"ENSG00000124635,ENSG00000158406,ENSG00000173801,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000233822"	5.748592852025
"22"	"paleturquoise"	TRUE	0.00304	812	140	21	0.15	0.026	"GO:0005694"	"CC"	16	"chromosome"	1	"ENSG00000073282,ENSG00000124575,ENSG00000124635,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000205683,ENSG00000233822"	3.89988638991805
"23"	"paleturquoise"	TRUE	0.000941	755	140	21	0.15	0.028	"GO:0044427"	"CC"	16	"chromosomal part"	2	"ENSG00000073282,ENSG00000124575,ENSG00000124635,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000205683,ENSG00000233822"	4.06101076639755
"24"	"paleturquoise"	TRUE	7.17e-08	440	140	21	0.15	0.048	"GO:0000785"	"CC"	16	"chromatin"	3	"ENSG00000073282,ENSG00000124575,ENSG00000124635,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000205683,ENSG00000233822"	4.7885255904617
"25"	"paleturquoise"	TRUE	2.94e-09	61	140	11	0.079	0.18	"GO:0000786"	"CC"	16	"nucleosome"	3	"ENSG00000124635,ENSG00000158406,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000233822"	6.18890469146333
"26"	"paleturquoise"	TRUE	0.0309	520	140	15	0.107	0.029	"GO:0000228"	"CC"	16	"nuclear chromosome"	2	"ENSG00000073282,ENSG00000124575,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000181218,ENSG00000184270,ENSG00000184357,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000205683"	4.6951244153733
"27"	"paleturquoise"	TRUE	0.0153	490	140	15	0.107	0.031	"GO:0044454"	"CC"	16	"nuclear chromosome part"	3	"ENSG00000073282,ENSG00000124575,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000181218,ENSG00000184270,ENSG00000184357,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000205683"	4.84055526190756
"28"	"paleturquoise"	TRUE	4.45e-05	309	140	15	0.107	0.049	"GO:0000790"	"CC"	16	"nuclear chromatin"	4	"ENSG00000073282,ENSG00000124575,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000181218,ENSG00000184270,ENSG00000184357,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000205683"	5.39466139403201
"29"	"paleturquoise"	TRUE	0.0207	37	140	5	0.036	0.135	"GO:0000788"	"CC"	16	"nuclear nucleosome"	4	"ENSG00000158406,ENSG00000181218,ENSG00000197061,ENSG00000197238,ENSG00000197409"	7.55414564338539
"30"	"paleturquoise"	TRUE	0.00198	2152	140	38	0.271	0.018	"GO:0043230"	"CC"	19	"extracellular organelle"	1	"ENSG00000070087,ENSG00000082781,ENSG00000115884,ENSG00000117472,ENSG00000122729,ENSG00000128422,ENSG00000130702,ENSG00000132465,ENSG00000137267,ENSG00000143320,ENSG00000150093,ENSG00000152642,ENSG00000158373,ENSG00000158406,ENSG00000173801,ENSG00000178150,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000182871,ENSG00000183570,ENSG00000183598,ENSG00000184270,ENSG00000184678,ENSG00000185130,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000203814,ENSG00000206172,ENSG00000211644,ENSG00000211679,ENSG00000211890,ENSG00000211893,ENSG00000233822,ENSG00000239264"	3.1928178708395
"31"	"paleturquoise"	TRUE	0.00195	2151	140	38	0.271	0.018	"GO:1903561"	"CC"	19	"extracellular vesicle"	2	"ENSG00000070087,ENSG00000082781,ENSG00000115884,ENSG00000117472,ENSG00000122729,ENSG00000128422,ENSG00000130702,ENSG00000132465,ENSG00000137267,ENSG00000143320,ENSG00000150093,ENSG00000152642,ENSG00000158373,ENSG00000158406,ENSG00000173801,ENSG00000178150,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000182871,ENSG00000183570,ENSG00000183598,ENSG00000184270,ENSG00000184678,ENSG00000185130,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000203814,ENSG00000206172,ENSG00000211644,ENSG00000211679,ENSG00000211890,ENSG00000211893,ENSG00000233822,ENSG00000239264"	3.19352709072738
"32"	"paleturquoise"	TRUE	0.00153	2130	140	38	0.271	0.018	"GO:0070062"	"CC"	19	"extracellular exosome"	1	"ENSG00000070087,ENSG00000082781,ENSG00000115884,ENSG00000117472,ENSG00000122729,ENSG00000128422,ENSG00000130702,ENSG00000132465,ENSG00000137267,ENSG00000143320,ENSG00000150093,ENSG00000152642,ENSG00000158373,ENSG00000158406,ENSG00000173801,ENSG00000178150,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000182871,ENSG00000183570,ENSG00000183598,ENSG00000184270,ENSG00000184678,ENSG00000185130,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000203814,ENSG00000206172,ENSG00000211644,ENSG00000211679,ENSG00000211890,ENSG00000211893,ENSG00000233822,ENSG00000239264"	3.21178426510394
"33"	"paleturquoise"	TRUE	7.54e-07	1310	140	34	0.243	0.026	"GO:0003677"	"MF"	2	"DNA binding"	1	"ENSG00000073282,ENSG00000100219,ENSG00000110777,ENSG00000118689,ENSG00000124575,ENSG00000124635,ENSG00000132465,ENSG00000151702,ENSG00000152192,ENSG00000158373,ENSG00000158406,ENSG00000168298,ENSG00000170430,ENSG00000171056,ENSG00000177311,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196747,ENSG00000196787,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822,ENSG00000260027"	2.77140582539657
"34"	"paleturquoise"	TRUE	0.0077	82	140	7	0.05	0.085	"GO:0031490"	"MF"	2	"chromatin DNA binding"	2	"ENSG00000118689,ENSG00000124575,ENSG00000168298,ENSG00000183598,ENSG00000184357,ENSG00000187837,ENSG00000197409"	6.58925724308469
"35"	"paleturquoise"	TRUE	1.47e-05	200	66	12	0.182	0.06	"KEGG:05203"	"keg"	29	"Viral carcinogenesis"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197903,ENSG00000203814,ENSG00000233822"	NA
"36"	"paleturquoise"	TRUE	6.22e-14	180	66	19	0.288	0.106	"KEGG:05034"	"keg"	27	"Alcoholism"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184678,ENSG00000185130,ENSG00000196747,ENSG00000196787,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	NA
"37"	"paleturquoise"	TRUE	1.18e-16	130	66	19	0.288	0.146	"KEGG:05322"	"keg"	28	"Systemic lupus erythematosus"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000181218,ENSG00000183598,ENSG00000184270,ENSG00000184678,ENSG00000185130,ENSG00000196747,ENSG00000196787,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000203814,ENSG00000233822"	NA
"38"	"paleturquoise"	TRUE	1.94e-08	145	98	14	0.143	0.097	"REAC:R-HSA-1474165"	"rea"	10	"Reproduction"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"39"	"paleturquoise"	TRUE	1.28e-09	119	98	14	0.143	0.118	"REAC:R-HSA-1500620"	"rea"	10	"Meiosis"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"40"	"paleturquoise"	TRUE	2.23e-09	79	98	12	0.122	0.152	"REAC:R-HSA-1221632"	"rea"	10	"Meiotic synapsis"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197903,ENSG00000233822"	NA
"41"	"paleturquoise"	TRUE	1.48e-11	87	98	14	0.143	0.161	"REAC:R-HSA-912446"	"rea"	10	"Meiotic recombination"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"42"	"paleturquoise"	TRUE	0.0104	96	98	7	0.071	0.073	"REAC:R-HSA-2173782"	"rea"	1	"Binding and Uptake of Ligands by Scavenger Receptors"	1	"ENSG00000132465,ENSG00000206172,ENSG00000211644,ENSG00000211651,ENSG00000211890,ENSG00000211959,ENSG00000244437"	NA
"43"	"paleturquoise"	TRUE	0.000944	67	98	7	0.071	0.104	"REAC:R-HSA-2168880"	"rea"	1	"Scavenging of heme from plasma"	2	"ENSG00000132465,ENSG00000206172,ENSG00000211644,ENSG00000211651,ENSG00000211890,ENSG00000211959,ENSG00000244437"	NA
"44"	"paleturquoise"	TRUE	1.81e-09	122	98	14	0.143	0.115	"REAC:R-HSA-5619507"	"rea"	8	"Activation of HOX genes during differentiation"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"45"	"paleturquoise"	TRUE	1.81e-09	122	98	14	0.143	0.115	"REAC:R-HSA-5617472"	"rea"	8	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"46"	"paleturquoise"	TRUE	8.08e-09	136	98	14	0.143	0.103	"REAC:R-HSA-211000"	"rea"	21	"Gene Silencing by RNA"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"47"	"paleturquoise"	TRUE	2.52e-10	106	98	14	0.143	0.132	"REAC:R-HSA-5578749"	"rea"	21	"Transcriptional regulation by small RNAs"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"48"	"paleturquoise"	TRUE	0.0316	79	98	6	0.061	0.076	"REAC:R-HSA-8852135"	"rea"	24	"Protein ubiquitination"	1	"ENSG00000124635,ENSG00000158373,ENSG00000180596,ENSG00000185130,ENSG00000197903,ENSG00000233822"	NA
"49"	"paleturquoise"	TRUE	0.00595	59	98	6	0.061	0.102	"REAC:R-HSA-8866654"	"rea"	24	"E3 ubiquitin ligases ubiquitinate target proteins"	2	"ENSG00000124635,ENSG00000158373,ENSG00000180596,ENSG00000185130,ENSG00000197903,ENSG00000233822"	NA
"50"	"paleturquoise"	TRUE	5.63e-06	488	98	20	0.204	0.041	"REAC:R-HSA-8953897"	"rea"	13	"Cellular responses to external stimuli"	1	"ENSG00000106617,ENSG00000124575,ENSG00000124635,ENSG00000137100,ENSG00000158373,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"51"	"paleturquoise"	TRUE	2.02e-06	412	98	19	0.194	0.046	"REAC:R-HSA-2262752"	"rea"	13	"Cellular responses to stress"	2	"ENSG00000124575,ENSG00000124635,ENSG00000137100,ENSG00000158373,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"52"	"paleturquoise"	TRUE	5.16e-11	194	98	18	0.184	0.093	"REAC:R-HSA-2559583"	"rea"	13	"Cellular Senescence"	3	"ENSG00000124575,ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"53"	"paleturquoise"	TRUE	4.98e-15	80	98	16	0.163	0.2	"REAC:R-HSA-2559586"	"rea"	13	"DNA Damage/Telomere Stress Induced Senescence"	4	"ENSG00000124575,ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000168298,ENSG00000180573,ENSG00000180596,ENSG00000184357,ENSG00000184678,ENSG00000185130,ENSG00000187837,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197903,ENSG00000233822"	NA
"54"	"paleturquoise"	TRUE	0.00419	16	98	4	0.041	0.25	"REAC:R-HSA-2559584"	"rea"	13	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	5	"ENSG00000124575,ENSG00000168298,ENSG00000184357,ENSG00000187837"	NA
"55"	"paleturquoise"	TRUE	2.26e-09	124	98	14	0.143	0.113	"REAC:R-HSA-2559580"	"rea"	13	"Oxidative Stress Induced Senescence"	4	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"56"	"paleturquoise"	TRUE	4.25e-10	110	98	14	0.143	0.127	"REAC:R-HSA-2559582"	"rea"	13	"Senescence-Associated Secretory Phenotype (SASP)"	4	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"57"	"paleturquoise"	TRUE	0.0274	291	98	11	0.112	0.038	"REAC:R-HSA-69620"	"rea"	4	"Cell Cycle Checkpoints"	1	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197903,ENSG00000233822"	NA
"58"	"paleturquoise"	TRUE	0.000144	168	98	11	0.112	0.065	"REAC:R-HSA-69481"	"rea"	4	"G2/M Checkpoints"	2	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197903,ENSG00000233822"	NA
"59"	"paleturquoise"	TRUE	3.62e-07	95	98	11	0.112	0.116	"REAC:R-HSA-69473"	"rea"	4	"G2/M DNA damage checkpoint"	3	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180596,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197903,ENSG00000233822"	NA
"60"	"paleturquoise"	TRUE	3.63e-06	427	98	19	0.194	0.044	"REAC:R-HSA-194315"	"rea"	26	"Signaling by Rho GTPases"	1	"ENSG00000070087,ENSG00000124635,ENSG00000128656,ENSG00000150093,ENSG00000155980,ENSG00000158373,ENSG00000158406,ENSG00000173156,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"61"	"paleturquoise"	TRUE	6.54e-08	296	98	18	0.184	0.061	"REAC:R-HSA-195258"	"rea"	26	"RHO GTPase Effectors"	2	"ENSG00000070087,ENSG00000124635,ENSG00000150093,ENSG00000155980,ENSG00000158373,ENSG00000158406,ENSG00000173156,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"62"	"paleturquoise"	TRUE	4.54e-11	94	98	14	0.143	0.149	"REAC:R-HSA-5625740"	"rea"	26	"RHO GTPases activate PKNs"	3	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"63"	"paleturquoise"	TRUE	3.12e-13	67	98	14	0.143	0.209	"REAC:R-HSA-5625886"	"rea"	26	"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3"	4	"ENSG00000124635,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
"64"	"paleturquoise"	TRUE	0.0306	522	98	15	0.153	0.029	"REAC:R-HSA-69278"	"rea"	6	"Cell Cycle, Mitotic"	1	"ENSG00000124635,ENSG00000137100,ENSG00000158373,ENSG00000158406,ENSG00000180573,ENSG00000180596,ENSG00000183598,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000197061,ENSG00000197238,ENSG00000197409,ENSG00000197903,ENSG00000233822"	NA
