"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"11"	"lightcyan"	TRUE	0.00725	5198	234	101	0.432	0.019	"GO:0032501"	"BP"	11	"multicellular organismal process"	1	"ENSG00000004399,ENSG00000005102,ENSG00000044524,ENSG00000061918,ENSG00000071246,ENSG00000073060,ENSG00000074219,ENSG00000074527,ENSG00000076351,ENSG00000081189,ENSG00000085276,ENSG00000087237,ENSG00000099250,ENSG00000099953,ENSG00000100311,ENSG00000102010,ENSG00000104177,ENSG00000104518,ENSG00000105538,ENSG00000106025,ENSG00000106483,ENSG00000106511,ENSG00000106538,ENSG00000108797,ENSG00000110492,ENSG00000112782,ENSG00000113555,ENSG00000115353,ENSG00000116833,ENSG00000117407,ENSG00000120328,ENSG00000120738,ENSG00000120949,ENSG00000121068,ENSG00000121236,ENSG00000122679,ENSG00000123360,ENSG00000124570,ENSG00000125046,ENSG00000126785,ENSG00000128052,ENSG00000128652,ENSG00000128656,ENSG00000128917,ENSG00000129244,ENSG00000129467,ENSG00000130303,ENSG00000132688,ENSG00000133116,ENSG00000134874,ENSG00000135324,ENSG00000135636,ENSG00000138646,ENSG00000139318,ENSG00000147408,ENSG00000149489,ENSG00000150594,ENSG00000151702,ENSG00000152804,ENSG00000154133,ENSG00000154134,ENSG00000154146,ENSG00000154589,ENSG00000156049,ENSG00000157554,ENSG00000163462,ENSG00000163536,ENSG00000164035,ENSG00000164344,ENSG00000164683,ENSG00000164736,ENSG00000164742,ENSG00000165194,ENSG00000165409,ENSG00000167244,ENSG00000167332,ENSG00000167371,ENSG00000169554,ENSG00000172889,ENSG00000173269,ENSG00000173535,ENSG00000174175,ENSG00000174233,ENSG00000175544,ENSG00000175899,ENSG00000177839,ENSG00000179772,ENSG00000179776,ENSG00000180190,ENSG00000182963,ENSG00000185187,ENSG00000185551,ENSG00000188130,ENSG00000197943,ENSG00000198844,ENSG00000204301,ENSG00000204936,ENSG00000213088,ENSG00000240583,ENSG00000249751,ENSG00000260027"	1.69816761092111
"12"	"lightcyan"	TRUE	0.0163	4204	234	85	0.363	0.02	"GO:0032502"	"BP"	4	"developmental process"	1	"ENSG00000004399,ENSG00000005102,ENSG00000044524,ENSG00000064218,ENSG00000071246,ENSG00000074219,ENSG00000074527,ENSG00000075884,ENSG00000079102,ENSG00000081189,ENSG00000085276,ENSG00000087237,ENSG00000099250,ENSG00000099953,ENSG00000100311,ENSG00000102010,ENSG00000104177,ENSG00000105538,ENSG00000106025,ENSG00000106483,ENSG00000106511,ENSG00000106538,ENSG00000108797,ENSG00000110492,ENSG00000112782,ENSG00000113555,ENSG00000116833,ENSG00000117407,ENSG00000118004,ENSG00000120318,ENSG00000120328,ENSG00000120738,ENSG00000120949,ENSG00000121068,ENSG00000123360,ENSG00000125046,ENSG00000126785,ENSG00000128052,ENSG00000128652,ENSG00000128656,ENSG00000128917,ENSG00000130303,ENSG00000132688,ENSG00000133116,ENSG00000134874,ENSG00000139318,ENSG00000142279,ENSG00000142611,ENSG00000147408,ENSG00000148671,ENSG00000151702,ENSG00000151746,ENSG00000152804,ENSG00000154133,ENSG00000154134,ENSG00000154146,ENSG00000157554,ENSG00000161940,ENSG00000163462,ENSG00000163536,ENSG00000164035,ENSG00000164403,ENSG00000164591,ENSG00000164683,ENSG00000164736,ENSG00000165194,ENSG00000165409,ENSG00000167244,ENSG00000169554,ENSG00000172889,ENSG00000173269,ENSG00000173535,ENSG00000174233,ENSG00000177839,ENSG00000179772,ENSG00000179776,ENSG00000185551,ENSG00000188130,ENSG00000197943,ENSG00000198844,ENSG00000204131,ENSG00000204301,ENSG00000240583,ENSG00000249751,ENSG00000260027"	1.91829956231654
"13"	"lightcyan"	TRUE	0.0269	1719	234	44	0.188	0.026	"GO:0009653"	"BP"	4	"anatomical structure morphogenesis"	2	"ENSG00000004399,ENSG00000071246,ENSG00000074527,ENSG00000075884,ENSG00000081189,ENSG00000099250,ENSG00000105538,ENSG00000106025,ENSG00000106483,ENSG00000106511,ENSG00000108797,ENSG00000112782,ENSG00000117407,ENSG00000120318,ENSG00000120949,ENSG00000121068,ENSG00000125046,ENSG00000126785,ENSG00000128052,ENSG00000128652,ENSG00000128656,ENSG00000128917,ENSG00000139318,ENSG00000142279,ENSG00000147408,ENSG00000151702,ENSG00000151746,ENSG00000152804,ENSG00000154133,ENSG00000154134,ENSG00000163462,ENSG00000164035,ENSG00000164403,ENSG00000164591,ENSG00000164683,ENSG00000164736,ENSG00000167244,ENSG00000172889,ENSG00000173269,ENSG00000179772,ENSG00000179776,ENSG00000204301,ENSG00000240583,ENSG00000249751"	3.07097077463593
"14"	"lightcyan"	TRUE	0.0314	643	234	23	0.098	0.036	"GO:0035295"	"BP"	4	"tube development"	1	"ENSG00000004399,ENSG00000071246,ENSG00000081189,ENSG00000099250,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000106538,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179776,ENSG00000204301,ENSG00000240583,ENSG00000249751"	4.72687615271673
"15"	"lightcyan"	TRUE	0.0219	584	234	22	0.094	0.038	"GO:0035239"	"BP"	4	"tube morphogenesis"	2	"ENSG00000004399,ENSG00000071246,ENSG00000081189,ENSG00000099250,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179776,ENSG00000204301,ENSG00000240583,ENSG00000249751"	5.45275810669281
"16"	"lightcyan"	TRUE	0.00315	734	234	27	0.115	0.037	"GO:0072359"	"BP"	4	"circulatory system development"	1	"ENSG00000004399,ENSG00000071246,ENSG00000081189,ENSG00000099250,ENSG00000100311,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000120738,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000139318,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179772,ENSG00000179776,ENSG00000185551,ENSG00000204301,ENSG00000240583,ENSG00000249751"	4.23724801796201
"17"	"lightcyan"	TRUE	2.16e-05	534	234	26	0.111	0.049	"GO:0072358"	"BP"	4	"cardiovascular system development"	2	"ENSG00000004399,ENSG00000071246,ENSG00000081189,ENSG00000099250,ENSG00000100311,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000120738,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179772,ENSG00000179776,ENSG00000185551,ENSG00000204301,ENSG00000240583,ENSG00000249751"	4.23724801796201
"18"	"lightcyan"	TRUE	2e-05	532	234	26	0.111	0.049	"GO:0001944"	"BP"	4	"vasculature development"	3	"ENSG00000004399,ENSG00000071246,ENSG00000081189,ENSG00000099250,ENSG00000100311,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000120738,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179772,ENSG00000179776,ENSG00000185551,ENSG00000204301,ENSG00000240583,ENSG00000249751"	4.97383532721795
"19"	"lightcyan"	TRUE	2.94e-05	504	234	25	0.107	0.05	"GO:0001568"	"BP"	4	"blood vessel development"	1	"ENSG00000004399,ENSG00000071246,ENSG00000081189,ENSG00000099250,ENSG00000100311,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000120738,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179772,ENSG00000179776,ENSG00000204301,ENSG00000240583,ENSG00000249751"	5.05988618160947
"20"	"lightcyan"	TRUE	0.00351	480	234	21	0.09	0.044	"GO:0048514"	"BP"	4	"blood vessel morphogenesis"	2	"ENSG00000004399,ENSG00000071246,ENSG00000099250,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000121068,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000172889,ENSG00000173269,ENSG00000179776,ENSG00000204301,ENSG00000240583,ENSG00000249751"	5.22484777754095
"21"	"lightcyan"	TRUE	0.00944	429	234	19	0.081	0.044	"GO:0001525"	"BP"	4	"angiogenesis"	1	"ENSG00000004399,ENSG00000071246,ENSG00000099250,ENSG00000105538,ENSG00000106025,ENSG00000106511,ENSG00000126785,ENSG00000128052,ENSG00000128917,ENSG00000152804,ENSG00000154133,ENSG00000164035,ENSG00000164683,ENSG00000164736,ENSG00000173269,ENSG00000179776,ENSG00000204301,ENSG00000240583,ENSG00000249751"	5.51615961804331
"22"	"lightcyan"	TRUE	9.54e-05	40	234	8	0.034	0.2	"GO:0009187"	"BP"	17	"cyclic nucleotide metabolic process"	1	"ENSG00000061918,ENSG00000123360,ENSG00000129467,ENSG00000138735,ENSG00000152402,ENSG00000164742,ENSG00000174233,ENSG00000240583"	6.16311741613388
"23"	"lightcyan"	TRUE	3.19e-06	27	234	8	0.034	0.296	"GO:0046068"	"BP"	17	"cGMP metabolic process"	2	"ENSG00000061918,ENSG00000123360,ENSG00000129467,ENSG00000138735,ENSG00000152402,ENSG00000164742,ENSG00000174233,ENSG00000240583"	7.68294316987829
"24"	"lightcyan"	TRUE	0.00323	28	234	6	0.026	0.214	"GO:0009190"	"BP"	17	"cyclic nucleotide biosynthetic process"	2	"ENSG00000061918,ENSG00000129467,ENSG00000152402,ENSG00000164742,ENSG00000174233,ENSG00000240583"	6.44158283348074
"25"	"lightcyan"	TRUE	0.00257	27	234	6	0.026	0.222	"GO:0052652"	"BP"	17	"cyclic purine nucleotide metabolic process"	1	"ENSG00000061918,ENSG00000129467,ENSG00000152402,ENSG00000164742,ENSG00000174233,ENSG00000240583"	6.44618054272936
"26"	"lightcyan"	TRUE	0.000915	23	234	6	0.026	0.261	"GO:0006182"	"BP"	17	"cGMP biosynthetic process"	1	"ENSG00000061918,ENSG00000129467,ENSG00000152402,ENSG00000164742,ENSG00000174233,ENSG00000240583"	8.04188826235156
"27"	"lightcyan"	TRUE	0.00462	17	234	5	0.021	0.294	"GO:0008074"	"CC"	1	"guanylate cyclase complex, soluble"	1	"ENSG00000061918,ENSG00000129467,ENSG00000152402,ENSG00000164742,ENSG00000174233"	9.05822304016166
